feedback_id,order_id,customer_id,rating,feedback_text,feedback_category,sentiment,feedback_date,Year,Month
376869,1223255075,71321741,2,The order was incorrect.,Delivery,Negative,2023-08-18,2023,August
9510291,8158413630,15066187,4,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2024-08-30,2024,August
3995828,7867573412,61226563,3,The product met my expectations.,App Experience,Neutral,2023-09-14,2023,September
249804,1624690598,52048413,3,The product met my expectations.,App Experience,Neutral,2024-03-23,2024,March
6198579,8968945932,67386193,5,Items were in perfect condition.,Product Quality,Positive,2024-07-09,2024,July
7750774,1645212433,67918495,4,Customer service was very helpful.,Delivery,Positive,2024-07-08,2024,July
175547,9187046038,75860724,2,Taste was not as expected.,Customer Service,Negative,2023-06-13,2023,June
6866045,9305357757,76212152,3,"It was okay, nothing special.",Customer Service,Neutral,2023-12-05,2023,December
3637250,8312320295,31076002,4,The product met my expectations.,Delivery,Neutral,2024-06-29,2024,June
7044524,3256941332,43599910,4,"Average experience, could improve.",Customer Service,Neutral,2023-11-22,2023,November
9174249,8980502814,45708879,3,Customer service was not helpful.,Delivery,Negative,2024-10-15,2024,October
9317439,9270396838,63376126,3,Not worth the price I paid.,Delivery,Negative,2023-06-07,2023,June
8740185,2892588628,54797119,4,Good selection of products.,Delivery,Positive,2024-04-19,2024,April
2809205,8774158800,19216141,3,Items were missing from my order.,Delivery,Negative,2023-12-12,2023,December
3694797,2056131802,16448993,1,Taste was not as expected.,Customer Service,Negative,2023-02-09,2023,February
1718861,3528007192,52279849,3,"Average experience, could improve.",Product Quality,Neutral,2023-11-07,2023,November
6372332,2845333894,4192351,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2024-04-28,2024,April
5677952,6602340187,38875754,3,"It was okay, nothing special.",Delivery,Neutral,2024-11-03,2024,November
2157251,721004875,75913572,4,The product met my expectations.,Customer Service,Neutral,2023-09-10,2023,September
654537,7435895360,77217240,4,The product met my expectations.,Delivery,Neutral,2024-04-09,2024,April
1661271,4217659083,31846190,2,Product was damaged during delivery.,Customer Service,Negative,2024-01-18,2024,January
5678000,9710865146,21282544,3,"Average experience, could improve.",Customer Service,Neutral,2023-11-05,2023,November
8191768,5375295409,17843667,2,I had a bad experience.,Product Quality,Negative,2024-05-10,2024,May
7180714,6286044248,38902193,4,The product met my expectations.,Product Quality,Neutral,2023-05-05,2023,May
5440957,1708282193,79895967,2,Product was damaged during delivery.,Customer Service,Negative,2024-01-25,2024,January
4716904,5746303677,20148223,3,"Average experience, could improve.",App Experience,Neutral,2024-08-06,2024,August
8086906,3271726381,44050697,5,Highly recommended!,Product Quality,Positive,2024-03-15,2024,March
918353,9802569856,33741801,4,The product met my expectations.,Delivery,Neutral,2024-07-04,2024,July
2209877,662460037,98144693,5,Will definitely order again.,Delivery,Positive,2024-11-10,2024,November
8549500,8664447334,25829710,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2024-08-03,2024,August
4276242,3886370975,96903782,4,"Excellent quality, will buy again!",Delivery,Positive,2024-08-05,2024,August
8150049,3547006553,56572297,4,"Average experience, could improve.",App Experience,Neutral,2024-05-29,2024,May
443278,2575965518,38496400,4,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2024-10-25,2024,October
6003978,1529363954,13251137,2,I had a bad experience.,Delivery,Negative,2024-03-27,2024,March
9545368,8463856241,87463923,3,"Average experience, could improve.",Customer Service,Neutral,2023-10-04,2023,October
4483011,2485242479,25526479,4,Customer service was very helpful.,Delivery,Positive,2023-11-04,2023,November
6488994,9850673433,93826036,5,"Excellent quality, will buy again!",Delivery,Positive,2023-06-05,2023,June
814679,2558680592,68475914,5,Great prices and fast delivery!,Delivery,Positive,2023-05-31,2023,May
3948164,2859167116,40626729,3,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2024-10-15,2024,October
426070,1222236371,88517890,2,The packaging was poor.,Customer Service,Negative,2024-08-15,2024,August
5260029,344177904,44589829,4,Great prices and fast delivery!,Customer Service,Positive,2023-08-18,2023,August
7557691,6126334783,6150721,3,Very disappointed with the quality.,Customer Service,Negative,2024-03-07,2024,March
5527183,3742575364,42723554,5,Items were in perfect condition.,Delivery,Positive,2023-08-05,2023,August
2193982,9272166174,53292177,5,Customer service was very helpful.,Delivery,Positive,2023-07-27,2023,July
1509526,9416522701,7551173,1,Items were missing from my order.,Delivery,Negative,2024-01-22,2024,January
5945755,7305871805,96629034,4,"Overall good experience, thank you!",App Experience,Positive,2024-11-09,2024,November
9939985,80296810,21677923,1,Very disappointed with the quality.,Delivery,Negative,2024-05-06,2024,May
5767393,2806868282,67952740,3,The packaging was poor.,Delivery,Negative,2024-09-26,2024,September
1550225,707033578,14839726,4,Highly recommended!,Delivery,Positive,2024-01-30,2024,January
4508722,9026783092,60385293,1,The packaging was poor.,App Experience,Negative,2023-09-10,2023,September
5339952,6229466619,81533356,5,Items were in perfect condition.,App Experience,Positive,2023-05-06,2023,May
3148654,408720270,37245065,3,"It was okay, nothing special.",Customer Service,Neutral,2024-06-26,2024,June
3747033,8870165072,80517784,5,Great prices and fast delivery!,Delivery,Positive,2023-03-11,2023,March
2734765,1979319490,5238055,4,Very fresh and well-packaged.,App Experience,Positive,2024-01-14,2024,January
7343647,840761323,83262890,5,"Excellent quality, will buy again!",Customer Service,Positive,2024-09-03,2024,September
6003407,744721438,67092149,3,The product met my expectations.,Product Quality,Neutral,2024-02-25,2024,February
2897915,7421707488,80315623,1,I had a bad experience.,Delivery,Negative,2023-03-11,2023,March
2041938,1212718824,73393269,4,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2024-01-01,2024,January
382551,9603256001,8791577,5,Very fresh and well-packaged.,Delivery,Positive,2023-08-05,2023,August
7458232,5626888972,24323106,4,Will definitely order again.,App Experience,Positive,2024-04-13,2024,April
9759215,2300753276,92306841,3,"Average experience, could improve.",Customer Service,Neutral,2023-07-12,2023,July
108019,869629562,31831843,4,"Average experience, could improve.",Product Quality,Neutral,2023-05-05,2023,May
4667239,3429137520,51048402,5,Highly recommended!,Product Quality,Positive,2024-03-16,2024,March
4159065,9957927297,35349582,2,The order was incorrect.,App Experience,Negative,2023-07-06,2023,July
3056720,202466684,74840437,4,"It was okay, nothing special.",Customer Service,Neutral,2023-08-08,2023,August
9058195,8465721207,30192942,4,"Average experience, could improve.",Customer Service,Neutral,2024-06-21,2024,June
3613143,6194827199,41494867,5,Good selection of products.,Customer Service,Positive,2023-12-20,2023,December
6592934,3942174431,84257716,5,Will definitely order again.,App Experience,Positive,2024-02-17,2024,February
2475333,3189863462,6756256,3,Items were missing from my order.,Delivery,Negative,2024-06-17,2024,June
5347347,5923573134,22800586,3,The packaging was poor.,Customer Service,Negative,2024-02-17,2024,February
8415081,6659747528,43034188,3,Items were missing from my order.,Delivery,Negative,2024-09-28,2024,September
4810574,6037541687,86067293,4,"Average experience, could improve.",Customer Service,Neutral,2023-10-12,2023,October
5650852,2585438297,50632192,4,Will definitely order again.,Customer Service,Positive,2023-08-20,2023,August
6004196,8065774615,35705377,3,"It was okay, nothing special.",Delivery,Neutral,2023-12-12,2023,December
1558301,1816814476,85198177,1,I had a bad experience.,Delivery,Negative,2024-04-11,2024,April
6704730,5278014717,31776996,5,Highly recommended!,Product Quality,Positive,2024-04-15,2024,April
6835200,4265447949,6150721,4,"Average experience, could improve.",Delivery,Neutral,2024-08-16,2024,August
8930912,6752221435,64197854,4,"Overall good experience, thank you!",Product Quality,Positive,2024-10-02,2024,October
4688417,8943989258,36675827,3,Very disappointed with the quality.,Product Quality,Negative,2023-10-12,2023,October
4500281,4068367936,78678612,3,Not worth the price I paid.,App Experience,Negative,2024-09-21,2024,September
6583382,5735156904,78841932,3,Taste was not as expected.,Customer Service,Negative,2023-01-04,2023,January
2642662,2405929115,14940427,1,I had a bad experience.,Customer Service,Negative,2024-09-09,2024,September
7251343,7913167260,98307019,4,"It was okay, nothing special.",Product Quality,Neutral,2023-04-19,2023,April
1688296,1989751369,7333934,3,Product was damaged during delivery.,Customer Service,Negative,2023-05-18,2023,May
5039279,7338050095,3292927,4,Will definitely order again.,Delivery,Positive,2024-10-15,2024,October
7048609,9950986048,69863493,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2023-09-09,2023,September
5557021,5098703807,13760839,4,Very happy with the service!,Customer Service,Positive,2024-10-06,2024,October
7099930,6937485392,30285217,5,Good selection of products.,App Experience,Positive,2023-05-23,2023,May
8683552,1266440097,88739922,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,2024-01-01,2024,January
5039264,7415490509,61015113,4,Will definitely order again.,Delivery,Positive,2023-08-07,2023,August
8843871,7284991749,65559853,3,Very disappointed with the quality.,Delivery,Negative,2023-10-12,2023,October
974086,4645792703,24043135,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2023-04-12,2023,April
2401835,3174938939,95736310,3,Very disappointed with the quality.,Product Quality,Negative,2023-03-27,2023,March
8223518,1752712049,56195475,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,2024-08-31,2024,August
9824318,8187201830,82529927,4,"Overall good experience, thank you!",Product Quality,Positive,2024-04-30,2024,April
155823,6900896329,65903057,4,Very happy with the service!,Customer Service,Positive,2024-01-02,2024,January
8929126,3793977529,21425168,4,"Overall good experience, thank you!",Product Quality,Positive,2023-02-09,2023,February
4246063,194459698,88553721,3,The packaging was poor.,Product Quality,Negative,2023-06-15,2023,June
3868817,9330447952,37362180,4,"Excellent quality, will buy again!",App Experience,Positive,2024-03-30,2024,March
4803949,2097372277,14693393,5,"Excellent quality, will buy again!",Product Quality,Positive,2024-01-25,2024,January
3503829,7060954153,91130614,4,Highly recommended!,Customer Service,Positive,2023-01-11,2023,January
5317931,2921310646,40117357,1,Not worth the price I paid.,Product Quality,Negative,2024-08-07,2024,August
9867595,3983082555,51670882,3,"It was okay, nothing special.",Product Quality,Neutral,2023-05-06,2023,May
8397738,4867298468,13492411,3,Taste was not as expected.,App Experience,Negative,2024-04-23,2024,April
5957084,3402631472,52032226,3,"Average experience, could improve.",Customer Service,Neutral,2024-03-05,2024,March
7055438,1648146562,95364457,3,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2023-05-14,2023,May
1541416,5907766010,12272282,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2024-07-10,2024,July
6026642,9233577456,96853930,3,Product was damaged during delivery.,Product Quality,Negative,2023-12-30,2023,December
9374067,4084808075,65815155,5,Good selection of products.,App Experience,Positive,2024-11-10,2024,November
2882544,7217049550,24137201,3,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2024-11-07,2024,November
204656,1831943568,69863493,4,Customer service was very helpful.,Product Quality,Positive,2024-05-23,2024,May
2967054,8707473624,22524981,2,The order was incorrect.,Delivery,Negative,2023-12-20,2023,December
3845089,7075868285,5226128,3,Not worth the price I paid.,Delivery,Negative,2024-01-03,2024,January
1340997,5164162918,96903782,5,Very fresh and well-packaged.,Product Quality,Positive,2023-11-18,2023,November
3398355,2175298644,72132838,5,"Excellent quality, will buy again!",Delivery,Positive,2024-11-05,2024,November
6947439,5882568464,49258916,5,"Excellent quality, will buy again!",App Experience,Positive,2023-04-13,2023,April
9014950,7847708619,35402531,2,Items were missing from my order.,Delivery,Negative,2023-10-23,2023,October
2078359,6366048116,78732957,5,Will definitely order again.,Product Quality,Positive,2024-05-08,2024,May
3932357,4926287333,31233120,4,Good selection of products.,Delivery,Positive,2023-08-08,2023,August
5741711,5532838325,6982488,4,"It was okay, nothing special.",App Experience,Neutral,2024-07-24,2024,July
4442615,2567996236,81584486,5,Very fresh and well-packaged.,Customer Service,Positive,2023-10-31,2023,October
4723875,2655613624,46623192,5,"Excellent quality, will buy again!",Product Quality,Positive,2024-06-26,2024,June
5656291,7706089549,44562310,5,Will definitely order again.,Customer Service,Positive,2023-08-10,2023,August
8321966,8257370396,25221501,4,Highly recommended!,Customer Service,Positive,2023-12-24,2023,December
8155170,8623808984,37551429,3,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2024-04-13,2024,April
5872422,7579506101,72366758,5,Customer service was very helpful.,Product Quality,Positive,2023-06-04,2023,June
9359651,8861024199,29902416,1,The packaging was poor.,Customer Service,Negative,2023-11-29,2023,November
1401798,7666131311,84456355,3,Items were missing from my order.,Delivery,Negative,2023-01-05,2023,January
548051,103589925,65406127,2,The packaging was poor.,Delivery,Negative,2024-05-17,2024,May
3289239,7346858138,16785724,4,"Delivery was fine, but the product could be better.",Delivery,Neutral,2023-11-22,2023,November
5311374,4963962664,80935110,2,I had a bad experience.,Delivery,Negative,2023-09-28,2023,September
4087466,9069936094,90696847,4,"It was okay, nothing special.",App Experience,Neutral,2024-06-23,2024,June
6929749,4665363191,73660582,5,"Overall good experience, thank you!",App Experience,Positive,2024-10-13,2024,October
4628311,888510905,27824078,3,"It was okay, nothing special.",App Experience,Neutral,2024-06-27,2024,June
2039982,6876091286,49136375,5,Will definitely order again.,Delivery,Positive,2024-05-10,2024,May
9983423,2592923105,78806824,3,The packaging was poor.,Customer Service,Negative,2023-04-23,2023,April
124895,2468550508,59620534,5,"Excellent quality, will buy again!",Customer Service,Positive,2024-08-21,2024,August
7726560,5302956276,97111069,4,Very fresh and well-packaged.,Delivery,Positive,2024-01-22,2024,January
2785472,9409714182,59110513,3,Product was damaged during delivery.,Product Quality,Negative,2023-05-25,2023,May
4702181,1446221570,59216664,5,Highly recommended!,Customer Service,Positive,2024-09-26,2024,September
2086599,8250036360,88203688,5,Good selection of products.,App Experience,Positive,2024-06-21,2024,June
6731871,447464341,89669139,3,The packaging was poor.,Customer Service,Negative,2024-03-03,2024,March
4823203,15642223,85020453,4,Items were in perfect condition.,Customer Service,Positive,2023-06-11,2023,June
5634256,3285378238,66943324,4,"Average experience, could improve.",App Experience,Neutral,2024-08-15,2024,August
4497966,2356483296,49529811,4,Great prices and fast delivery!,Product Quality,Positive,2023-07-25,2023,July
4511231,3382911339,23380116,3,I had a bad experience.,Delivery,Negative,2023-12-12,2023,December
6640423,3690872026,1152215,4,"Average experience, could improve.",App Experience,Neutral,2023-09-07,2023,September
4598422,6755367585,54057428,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2024-03-09,2024,March
2863015,6835850079,68965787,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2023-08-13,2023,August
6819603,9345418784,58644651,2,Delivery was late and I was unhappy.,Customer Service,Negative,2024-02-22,2024,February
452916,7185243614,51994597,3,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2024-10-01,2024,October
656526,2319044818,82425179,5,"Excellent quality, will buy again!",Delivery,Positive,2024-06-04,2024,June
5638985,931834374,17392512,1,I had a bad experience.,Product Quality,Negative,2024-09-30,2024,September
4877018,8485398781,40593638,3,"It was okay, nothing special.",App Experience,Neutral,2024-04-20,2024,April
7936833,9806464912,31981068,4,Great prices and fast delivery!,App Experience,Positive,2024-08-21,2024,August
8490631,8214365128,42012717,4,Items were in perfect condition.,App Experience,Positive,2024-10-07,2024,October
2227649,137089318,6637282,3,Very disappointed with the quality.,Customer Service,Negative,2024-05-23,2024,May
3701423,7615602420,63402854,3,Not worth the price I paid.,App Experience,Negative,2024-05-30,2024,May
984672,3995348964,44828791,5,Great prices and fast delivery!,App Experience,Positive,2024-03-06,2024,March
9159442,3816542830,81822935,3,The product met my expectations.,Customer Service,Neutral,2023-08-18,2023,August
9759244,9665004924,90184276,4,"Excellent quality, will buy again!",Product Quality,Positive,2023-07-29,2023,July
1368053,1728547597,98444183,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2024-09-06,2024,September
9615162,5311190131,19482392,2,Taste was not as expected.,Product Quality,Negative,2024-04-03,2024,April
2387908,9581592141,64562786,3,The order was incorrect.,Customer Service,Negative,2024-01-22,2024,January
5412085,4848863693,63217390,1,Product was damaged during delivery.,Customer Service,Negative,2024-12-09,2024,December
8181854,6374883107,23126657,5,Customer service was very helpful.,Customer Service,Positive,2023-08-19,2023,August
7769298,3270131216,56604077,1,Product was damaged during delivery.,Delivery,Negative,2024-10-02,2024,October
7117861,2643382562,54338574,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2023-07-24,2023,July
1195641,5212524996,45071436,4,The product met my expectations.,App Experience,Neutral,2023-10-12,2023,October
2453413,9594095277,27604184,5,Great prices and fast delivery!,Delivery,Positive,2024-10-03,2024,October
5230626,8375863419,76971644,4,"Excellent quality, will buy again!",Customer Service,Positive,2024-08-26,2024,August
8819767,7523880783,21481338,4,"It was okay, nothing special.",App Experience,Neutral,2024-10-13,2024,October
7097350,9670158103,63262519,3,"It was okay, nothing special.",App Experience,Neutral,2024-11-03,2024,November
5898681,4344108631,45804389,3,Not worth the price I paid.,Product Quality,Negative,2023-03-29,2023,March
342939,2237858,48281892,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2023-02-04,2023,February
8696239,3217791988,92642745,3,"It was okay, nothing special.",Customer Service,Neutral,2023-10-08,2023,October
3354195,3355718103,91196901,1,The packaging was poor.,Product Quality,Negative,2023-10-09,2023,October
7941313,9590518103,62323608,4,Very fresh and well-packaged.,App Experience,Positive,2024-01-03,2024,January
4319900,6610120274,89910157,3,"It was okay, nothing special.",App Experience,Neutral,2024-07-19,2024,July
2998003,1180899898,16420489,4,Items were in perfect condition.,Customer Service,Positive,2023-04-17,2023,April
5415775,8758992688,11616535,5,Items were in perfect condition.,App Experience,Positive,2024-06-22,2024,June
2249681,6965716176,12851610,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2023-04-13,2023,April
884092,5527742274,57956497,3,"Delivery was fine, but the product could be better.",Delivery,Neutral,2023-12-16,2023,December
2669997,826610039,29431960,3,"It was okay, nothing special.",Product Quality,Neutral,2023-08-17,2023,August
6147300,3303891913,84361534,3,"Average experience, could improve.",App Experience,Neutral,2024-01-15,2024,January
1133033,2489292878,59240916,3,"Average experience, could improve.",Delivery,Neutral,2023-01-10,2023,January
6280990,8589851630,5386246,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2024-05-28,2024,May
6220409,4598897781,77625089,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2023-12-07,2023,December
1362938,6932356214,58942207,3,Product was damaged during delivery.,Customer Service,Negative,2023-04-04,2023,April
6479101,3499004322,70363568,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2023-04-05,2023,April
7009664,7517620171,25128143,3,"Average experience, could improve.",Customer Service,Neutral,2023-04-16,2023,April
7539811,172987148,71607166,3,Taste was not as expected.,Product Quality,Negative,2024-03-11,2024,March
2158528,8347207794,34853377,4,"It was okay, nothing special.",Customer Service,Neutral,2024-08-17,2024,August
9276057,9472355181,81462774,4,"Overall good experience, thank you!",Customer Service,Positive,2024-01-23,2024,January
5624036,1315064289,74735607,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2024-07-27,2024,July
311559,9371869941,53076417,3,Product was damaged during delivery.,Customer Service,Negative,2023-12-10,2023,December
4017146,5184568404,93507573,2,Delivery was late and I was unhappy.,Customer Service,Negative,2024-03-27,2024,March
3065772,5891002534,41494517,3,I had a bad experience.,Customer Service,Negative,2023-09-29,2023,September
5629046,1479730711,90647204,4,"Average experience, could improve.",Product Quality,Neutral,2024-02-09,2024,February
8946499,7651037338,31576845,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2023-11-21,2023,November
5974536,8763754537,97873848,3,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2024-07-10,2024,July
2970671,7683813608,99707100,3,"Average experience, could improve.",Delivery,Neutral,2023-06-06,2023,June
8603661,6722955128,8351747,4,Will definitely order again.,Delivery,Positive,2023-03-19,2023,March
2821634,8259274680,60379302,5,"Excellent quality, will buy again!",App Experience,Positive,2023-11-04,2023,November
1458528,4620484274,58111297,3,"Average experience, could improve.",Customer Service,Neutral,2024-10-09,2024,October
7108665,8260569466,59323931,4,The product met my expectations.,Customer Service,Neutral,2023-12-15,2023,December
1780260,8498916204,47625855,3,The packaging was poor.,Product Quality,Negative,2024-03-22,2024,March
8972017,3209538967,41874489,3,"Delivery was fine, but the product could be better.",App Experience,Neutral,2024-07-05,2024,July
2696658,2570640420,10418604,2,Items were missing from my order.,Product Quality,Negative,2023-04-28,2023,April
7209690,2066843639,69516494,3,Taste was not as expected.,Product Quality,Negative,2024-05-25,2024,May
620534,7402125753,12500465,5,Good selection of products.,Delivery,Positive,2023-01-11,2023,January
5723757,9171089443,46185579,1,Product was damaged during delivery.,Customer Service,Negative,2024-10-09,2024,October
4764529,3272079644,51592174,1,Items were missing from my order.,Product Quality,Negative,2023-06-06,2023,June
2328761,438111050,74174956,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2024-03-05,2024,March
7125541,7416160835,29324437,3,"It was okay, nothing special.",App Experience,Neutral,2023-04-30,2023,April
6647694,4075074492,12778027,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,2023-12-13,2023,December
3834361,5536024334,15661674,3,The product met my expectations.,Customer Service,Neutral,2023-04-30,2023,April
8246307,2013140214,39674723,3,The order was incorrect.,Customer Service,Negative,2024-05-14,2024,May
368868,1113582397,53292177,5,Good selection of products.,Delivery,Positive,2023-12-17,2023,December
8644322,1083928258,14705462,4,"It was okay, nothing special.",Product Quality,Neutral,2023-12-21,2023,December
431770,4906957374,30029998,4,"Excellent quality, will buy again!",App Experience,Positive,2023-09-16,2023,September
4301590,1876614122,97678578,3,The product met my expectations.,Delivery,Neutral,2023-08-23,2023,August
4858394,6556180328,10562528,2,Product was damaged during delivery.,Delivery,Negative,2024-03-06,2024,March
664713,7960553477,4356173,4,"It was okay, nothing special.",Customer Service,Neutral,2024-02-24,2024,February
3359106,6335972517,18256339,4,"Overall good experience, thank you!",App Experience,Positive,2023-08-07,2023,August
9101724,6254948159,42615134,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2023-10-16,2023,October
1527070,7527936057,63971358,2,I had a bad experience.,App Experience,Negative,2023-10-12,2023,October
7488100,6257851675,65488134,4,Very happy with the service!,Delivery,Positive,2024-04-23,2024,April
9371226,6832610950,77811864,1,Delivery was late and I was unhappy.,Customer Service,Negative,2023-01-09,2023,January
5360361,5085005195,2684440,4,Items were in perfect condition.,Delivery,Positive,2024-05-03,2024,May
3907325,2177207547,92245432,4,Customer service was very helpful.,Product Quality,Positive,2024-09-02,2024,September
3539036,3043364543,21597477,4,"It was okay, nothing special.",Delivery,Neutral,2023-07-25,2023,July
4050948,2823404098,81377917,3,"It was okay, nothing special.",Delivery,Neutral,2024-03-03,2024,March
1482144,646676955,93018527,4,Customer service was very helpful.,Customer Service,Positive,2023-09-11,2023,September
5410910,5756607486,27709218,4,Items were in perfect condition.,Delivery,Positive,2023-10-22,2023,October
8712624,9373691795,87463923,3,Taste was not as expected.,Customer Service,Negative,2024-03-23,2024,March
152857,2611601543,61753272,5,Will definitely order again.,Product Quality,Positive,2023-07-23,2023,July
8810490,1491360686,90649019,5,Will definitely order again.,App Experience,Positive,2023-03-21,2023,March
5996564,1824533423,2233446,4,Very happy with the service!,Delivery,Positive,2023-05-21,2023,May
5200721,2913841018,46675763,3,"Delivery was fine, but the product could be better.",App Experience,Neutral,2023-11-26,2023,November
6206688,3141803761,34787383,1,Delivery was late and I was unhappy.,App Experience,Negative,2023-09-10,2023,September
5893926,6184484468,40275138,4,Very fresh and well-packaged.,Delivery,Positive,2024-10-14,2024,October
1951970,4599327740,77862447,2,The packaging was poor.,App Experience,Negative,2023-08-25,2023,August
6417467,7479207574,64846124,5,Items were in perfect condition.,Customer Service,Positive,2024-03-04,2024,March
6344921,2996133401,83964902,4,"It was okay, nothing special.",Customer Service,Neutral,2024-04-14,2024,April
9105016,5972410040,19179897,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2024-11-08,2024,November
8394978,4007593324,68703613,2,I had a bad experience.,Customer Service,Negative,2024-06-21,2024,June
7503786,3428454405,93018527,2,The packaging was poor.,Customer Service,Negative,2023-08-13,2023,August
5294166,1160646195,5700842,2,Customer service was not helpful.,Customer Service,Negative,2023-04-24,2023,April
4933025,4376524554,72576730,3,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2023-03-16,2023,March
8666461,1519072771,70615775,4,"It was okay, nothing special.",Delivery,Neutral,2024-01-08,2024,January
4411189,8203685394,40192266,5,Great prices and fast delivery!,Customer Service,Positive,2024-02-23,2024,February
8338096,7906789850,32006907,1,Product was damaged during delivery.,Customer Service,Negative,2024-08-10,2024,August
2576772,8073770046,87943214,5,Very fresh and well-packaged.,App Experience,Positive,2024-05-14,2024,May
9783357,5190202949,40727086,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2023-09-09,2023,September
3189037,8542325207,9573071,1,I had a bad experience.,Product Quality,Negative,2024-07-17,2024,July
1014933,7566730050,39153585,4,Will definitely order again.,Delivery,Positive,2023-05-14,2023,May
7831309,176509722,65221572,3,"Average experience, could improve.",App Experience,Neutral,2023-10-16,2023,October
2930645,1894603222,21697638,3,"It was okay, nothing special.",Customer Service,Neutral,2023-10-16,2023,October
3295542,2694800415,36675827,1,Items were missing from my order.,Delivery,Negative,2024-04-04,2024,April
3697985,5879390688,77869660,4,"Excellent quality, will buy again!",Delivery,Positive,2023-07-09,2023,July
5094022,1197715978,625395,4,Great prices and fast delivery!,App Experience,Positive,2023-12-11,2023,December
2244526,7790696031,34580200,4,Customer service was very helpful.,Delivery,Positive,2023-12-05,2023,December
2554640,2189360099,68714053,3,The order was incorrect.,App Experience,Negative,2023-08-19,2023,August
8388648,3542041943,55007963,5,Items were in perfect condition.,App Experience,Positive,2024-06-09,2024,June
4530836,9202469009,37362180,5,Very fresh and well-packaged.,Delivery,Positive,2023-11-13,2023,November
9766944,3985829990,81808190,4,Items were in perfect condition.,Customer Service,Positive,2024-07-19,2024,July
2379314,4341872315,71755645,1,I had a bad experience.,Delivery,Negative,2023-03-11,2023,March
4321551,4748123248,24144240,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2023-01-08,2023,January
3859387,99905061,47590944,3,The order was incorrect.,Product Quality,Negative,2023-11-16,2023,November
9394914,9118004489,37288781,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2024-02-02,2024,February
7557581,1696936610,25795941,5,Good selection of products.,Customer Service,Positive,2023-09-13,2023,September
4338034,155669553,88779806,4,"Excellent quality, will buy again!",Delivery,Positive,2023-06-04,2023,June
6405074,2885541999,40275138,3,"Delivery was fine, but the product could be better.",Delivery,Neutral,2023-09-13,2023,September
5118869,2846340681,77085443,3,I had a bad experience.,App Experience,Negative,2023-08-06,2023,August
2302167,963715332,21948041,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2024-07-18,2024,July
3929456,2807634451,84986716,3,The product met my expectations.,App Experience,Neutral,2024-03-15,2024,March
2836853,3046341241,82286725,4,Great prices and fast delivery!,Product Quality,Positive,2023-03-10,2023,March
2093186,485687952,8228843,3,Delivery was late and I was unhappy.,Product Quality,Negative,2023-03-26,2023,March
5189587,7660904370,30455484,4,Very happy with the service!,App Experience,Positive,2024-09-05,2024,September
6073546,9753033954,83577942,5,Items were in perfect condition.,Customer Service,Positive,2023-02-07,2023,February
6258873,9509887699,23448955,5,Customer service was very helpful.,Delivery,Positive,2024-01-13,2024,January
1858190,1054122071,97557157,2,Very disappointed with the quality.,Delivery,Negative,2023-11-22,2023,November
9033997,9135272808,21701991,3,"Delivery was fine, but the product could be better.",App Experience,Neutral,2024-01-03,2024,January
5390765,597447215,39957741,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2024-04-09,2024,April
7518371,5562099656,3872421,1,The order was incorrect.,App Experience,Negative,2024-12-06,2024,December
