order_id,order_date,customer_id,product_id,category,quantity,total_sales,payment_method,delivery_status,Year,Month,Day
3592747590,2024-04-24 12:09:13,12755730,34200,Personal Care,1,319.8,UPI,Significantly Delayed,2024,April,24
7495753437,2023-06-02 00:26:35,4758426,644847,Grocery & Staples,1,622.81,Card,On Time,2023,June,2
3965847120,2023-05-05 14:56:43,80761521,654623,Snacks & Munchies,2,844.28,Wallet,On Time,2023,May,5
9365984533,2024-06-25 19:46:13,89704218,470449,Instant & Frozen Food,1,827.77,Card,On Time,2024,June,25
2948242102,2023-10-12 14:54:53,13189939,587645,Pharmacy,3,2405.43,Wallet,On Time,2023,October,12
6161193691,2023-05-30 13:36:08,55693909,187399,Instant & Frozen Food,2,106.98,Cash,On Time,2023,May,30
5964122835,2024-03-29 18:12:05,14006996,144124,Household Care,3,488.01,UPI,On Time,2024,March,29
8879377902,2024-03-09 06:13:43,61320989,883013,Dairy & Breakfast,2,1979.76,Card,On Time,2024,March,9
8158068874,2024-07-25 20:24:13,64403005,692985,Grocery & Staples,1,197.39,Wallet,Slightly Delayed,2024,July,25
7039570964,2024-04-13 03:10:23,68941950,240179,Pharmacy,3,271.68,Cash,Slightly Delayed,2024,April,13
5482913265,2024-08-08 15:18:48,88324928,880510,Dairy & Breakfast,2,1902.86,Wallet,Slightly Delayed,2024,August,8
1018255782,2024-09-08 06:11:07,2219590,264803,Pharmacy,2,1991.96,Card,Significantly Delayed,2024,September,8
8441505853,2023-11-10 08:12:55,48409448,153019,Fruits & Vegetables,3,2843.8500000000004,UPI,On Time,2023,November,10
3850018395,2023-06-09 20:31:07,57674875,77308,Fruits & Vegetables,2,446.54,Wallet,Slightly Delayed,2023,June,9
4884197611,2023-04-19 19:07:09,28173165,692985,Grocery & Staples,1,197.39,Wallet,Significantly Delayed,2023,April,19
5321849748,2024-03-01 00:19:24,84468124,914071,Snacks & Munchies,3,890.8199999999999,Cash,On Time,2024,March,1
9808738347,2024-03-28 23:36:11,7728406,589812,Household Care,1,163.03,Wallet,On Time,2024,March,28
8727249149,2023-06-27 00:24:22,35826539,555121,Fruits & Vegetables,2,709.82,UPI,On Time,2023,June,27
2772154780,2024-07-18 14:39:59,50899600,962591,Cold Drinks & Juices,1,130.01,Card,On Time,2024,July,18
9128056381,2024-06-10 07:16:02,98691989,930284,Baby Care,3,568.41,Wallet,On Time,2024,June,10
4461463308,2023-06-16 08:01:25,81352781,798639,Dairy & Breakfast,3,633.75,Card,On Time,2023,June,16
5636483988,2024-01-29 17:42:04,34095555,256783,Pet Care,2,1813.08,UPI,On Time,2024,January,29
1532065529,2023-12-07 06:28:36,75464725,762527,Snacks & Munchies,1,690.08,UPI,On Time,2023,December,7
9933994647,2024-02-27 06:30:56,83304571,897083,Household Care,1,972.69,Cash,On Time,2024,February,27
4823026749,2024-08-08 15:42:46,34835738,851978,Pharmacy,1,715.72,Card,On Time,2024,August,8
7453442245,2024-09-08 06:29:25,77869660,760828,Pet Care,1,563.45,UPI,On Time,2024,September,8
6519941559,2024-05-10 19:43:01,29902416,697683,Household Care,3,371.21999999999997,Cash,On Time,2024,May,10
3798769654,2024-09-28 12:27:14,75913572,324809,Dairy & Breakfast,1,608.0,Cash,On Time,2024,September,28
5034289521,2024-05-15 13:00:17,21201299,187399,Instant & Frozen Food,3,160.47,UPI,On Time,2024,May,15
6971088688,2023-07-18 10:53:19,11389698,700048,Household Care,1,141.28,Card,Slightly Delayed,2023,July,18
5650184107,2023-06-21 08:14:44,19771128,894539,Household Care,2,890.96,UPI,On Time,2023,June,21
5770410311,2023-12-31 10:23:35,20956158,764014,Grocery & Staples,2,1224.08,Cash,On Time,2023,December,31
274530126,2023-04-08 21:52:31,35278126,851978,Pharmacy,3,2147.16,Cash,Significantly Delayed,2023,April,8
4819831152,2024-09-22 19:35:16,66886852,432617,Baby Care,3,2589.54,Cash,On Time,2024,September,22
6977688323,2023-06-07 22:05:08,56780331,171602,Cold Drinks & Juices,3,2650.32,Card,On Time,2023,June,7
2035952734,2023-04-17 19:19:33,63360864,525531,Pet Care,2,1662.2,UPI,On Time,2023,April,17
3665334102,2024-11-04 01:16:31,51476157,435929,Household Care,3,2570.67,Wallet,Slightly Delayed,2024,November,4
1862413314,2024-05-31 16:08:45,48150243,490939,Personal Care,1,80.25,Card,On Time,2024,May,31
4466643926,2024-04-08 20:33:57,82989313,9436,Personal Care,3,265.29,Cash,On Time,2024,April,8
4470717835,2023-07-08 00:21:18,76008165,644847,Grocery & Staples,2,1245.62,Wallet,On Time,2023,July,8
3018086191,2024-02-07 15:51:05,76359458,217710,Dairy & Breakfast,2,117.18,Card,On Time,2024,February,7
2447983559,2024-10-03 20:46:07,99772709,451933,Grocery & Staples,1,568.94,Cash,Significantly Delayed,2024,October,3
5116322704,2024-06-20 04:21:38,63360864,991434,Snacks & Munchies,3,712.86,UPI,On Time,2024,June,20
8941550852,2024-04-20 22:07:04,54145987,36412,Household Care,3,1193.04,Card,On Time,2024,April,20
8026773850,2023-10-23 19:16:23,94730288,812607,Fruits & Vegetables,3,1249.9499999999998,Wallet,On Time,2023,October,23
2102402075,2024-07-14 05:30:01,30317733,965755,Fruits & Vegetables,1,532.57,UPI,On Time,2024,July,14
989844439,2023-07-23 11:54:05,30468930,298985,Pharmacy,3,551.28,Cash,On Time,2023,July,23
8426805628,2023-04-17 22:41:34,11636968,897083,Household Care,3,2918.07,Card,On Time,2023,April,17
7662188403,2023-05-09 07:35:06,35554129,240179,Pharmacy,3,271.68,Wallet,Slightly Delayed,2023,May,9
9141654140,2023-07-14 13:55:04,77811864,532965,Instant & Frozen Food,2,614.46,Wallet,On Time,2023,July,14
5696947751,2023-11-06 03:35:25,90745023,555121,Fruits & Vegetables,2,709.82,UPI,On Time,2023,November,6
8953871540,2023-11-14 16:17:02,1601161,144124,Household Care,2,325.34,UPI,On Time,2023,November,14
1767778760,2023-04-14 03:24:44,67729191,516376,Fruits & Vegetables,2,1754.86,Cash,On Time,2023,April,14
5516201271,2024-07-10 14:21:12,73661993,600767,Personal Care,1,722.42,Cash,On Time,2024,July,10
9358248664,2023-12-19 23:59:54,75213636,513199,Cold Drinks & Juices,3,1266.69,Cash,On Time,2023,December,19
1530424665,2023-04-21 23:29:46,45700739,760684,Grocery & Staples,1,71.6,Cash,On Time,2023,April,21
7816293360,2023-07-27 17:54:35,87669943,673058,Pharmacy,2,1531.52,UPI,On Time,2023,July,27
1602396548,2024-09-09 23:44:19,11063505,365132,Instant & Frozen Food,2,458.76,Card,On Time,2024,September,9
7938126128,2023-06-16 08:24:00,26199489,256783,Pet Care,1,906.54,Card,On Time,2023,June,16
271744331,2023-08-21 04:01:18,47274329,153019,Fruits & Vegetables,3,2843.8500000000004,UPI,On Time,2023,August,21
387311360,2023-08-07 02:54:16,70221073,903336,Grocery & Staples,1,551.88,Wallet,On Time,2023,August,7
1286123100,2023-12-30 23:53:40,45659330,647462,Personal Care,1,326.42,UPI,On Time,2023,December,30
4832392771,2023-11-02 14:44:52,10038382,432617,Baby Care,1,863.18,Card,On Time,2023,November,2
4800106448,2023-12-10 05:17:22,49970560,707935,Pet Care,1,820.9,Card,On Time,2023,December,10
5500008514,2024-05-03 18:08:17,31371112,378287,Cold Drinks & Juices,2,665.68,Cash,On Time,2024,May,3
7879575037,2024-01-07 12:19:33,7228206,487931,Grocery & Staples,3,2127.2400000000002,Cash,On Time,2024,January,7
50845914,2023-04-09 04:18:56,54893418,478531,Fruits & Vegetables,3,2476.38,Card,On Time,2023,April,9
9766990467,2023-06-30 08:18:31,48358028,361361,Snacks & Munchies,2,1652.42,Card,Slightly Delayed,2023,June,30
4215602937,2023-10-04 05:29:08,66499992,820973,Baby Care,3,343.56,Wallet,On Time,2023,October,4
238484255,2024-04-11 04:03:43,73869823,354409,Grocery & Staples,3,975.24,Cash,On Time,2024,April,11
3293988248,2024-09-29 07:44:45,89986926,272170,Instant & Frozen Food,2,281.6,Wallet,Significantly Delayed,2024,September,29
5296157775,2024-07-27 10:24:02,99231937,760684,Grocery & Staples,3,214.79999999999998,Wallet,On Time,2024,July,27
1143489067,2023-09-14 17:01:41,21432404,4452,Baby Care,2,339.76,UPI,On Time,2023,September,14
8524452029,2023-11-07 01:00:32,40986000,487931,Grocery & Staples,1,709.08,Cash,Slightly Delayed,2023,November,7
4256779885,2023-06-01 17:29:29,88745052,440875,Baby Care,1,275.03,Cash,On Time,2023,June,1
7744686996,2023-09-27 21:39:59,72946405,585299,Pet Care,1,799.46,Cash,Significantly Delayed,2023,September,27
5427462399,2024-06-21 13:57:00,41647393,257719,Dairy & Breakfast,2,563.46,Wallet,On Time,2024,June,21
8596751747,2024-03-09 06:33:08,66359719,863930,Personal Care,1,242.57,Card,On Time,2024,March,9
4746468643,2023-08-17 19:31:04,15144290,679865,Grocery & Staples,3,1043.73,UPI,On Time,2023,August,17
3010047327,2023-12-15 20:11:52,5716817,555121,Fruits & Vegetables,3,1064.73,Wallet,On Time,2023,December,15
1236959246,2024-10-06 20:17:02,94033330,440875,Baby Care,1,275.03,Cash,On Time,2024,October,6
6600422315,2023-09-19 00:26:15,79726146,287070,Grocery & Staples,3,1329.51,UPI,On Time,2023,September,19
3227252410,2024-02-16 07:53:12,83023956,291238,Snacks & Munchies,3,2238.09,Cash,On Time,2024,February,16
6972292408,2023-11-16 05:37:14,19682060,747801,Household Care,1,277.76,Cash,Significantly Delayed,2023,November,16
7562754470,2024-02-15 23:27:04,10700664,82484,Baby Care,2,1829.76,Wallet,On Time,2024,February,15
7361971676,2023-08-23 00:44:18,27504517,397973,Fruits & Vegetables,1,728.73,Card,On Time,2023,August,23
8875605037,2023-09-27 10:02:27,93867669,876139,Grocery & Staples,1,415.75,Card,On Time,2023,September,27
8508253527,2024-09-05 20:54:09,31233120,440875,Baby Care,1,275.03,UPI,Slightly Delayed,2024,September,5
6798775600,2023-10-09 22:39:35,24845814,324809,Dairy & Breakfast,2,1216.0,Cash,Slightly Delayed,2023,October,9
3624810422,2024-08-10 01:08:44,42366724,818522,Dairy & Breakfast,1,96.09,Cash,On Time,2024,August,10
4740213452,2024-02-22 12:29:12,84066402,726958,Pet Care,2,1774.96,Cash,Slightly Delayed,2024,February,22
3825468344,2023-04-09 08:04:44,81337068,425341,Pet Care,3,1458.84,UPI,On Time,2023,April,9
902245665,2024-08-08 08:14:01,44828791,298985,Pharmacy,3,551.28,Cash,On Time,2024,August,8
6874299189,2023-08-14 11:33:32,24633671,561860,Cold Drinks & Juices,2,1749.56,Card,On Time,2023,August,14
1127125313,2023-12-15 19:19:22,91312072,140154,Personal Care,2,342.4,Card,Slightly Delayed,2023,December,15
3606548818,2023-05-12 04:48:09,85354059,448752,Household Care,3,480.21,Wallet,On Time,2023,May,12
5750044154,2024-09-16 22:40:01,11636968,930284,Baby Care,2,378.94,UPI,Slightly Delayed,2024,September,16
3872847781,2023-09-16 20:38:34,27727819,652118,Instant & Frozen Food,3,66.12,Wallet,On Time,2023,September,16
5939554684,2023-06-11 16:33:08,3875480,606256,Instant & Frozen Food,1,369.28,Wallet,On Time,2023,June,11
676412814,2024-07-26 03:29:27,57291761,818990,Fruits & Vegetables,1,163.55,UPI,On Time,2024,July,26
4248390724,2023-08-22 20:17:51,6390687,721521,Grocery & Staples,2,834.78,Cash,Slightly Delayed,2023,August,22
8938687150,2023-04-25 06:25:28,97664747,319388,Cold Drinks & Juices,3,1973.3999999999999,Cash,On Time,2023,April,25
7898867047,2023-05-03 15:13:52,899941,767398,Household Care,3,66.42,Wallet,Slightly Delayed,2023,May,3
2142065357,2024-01-27 07:45:34,469006,968887,Household Care,1,40.7,Cash,On Time,2024,January,27
9024719693,2024-06-06 19:22:30,21597477,659290,Dairy & Breakfast,3,958.02,Card,On Time,2024,June,6
8976616698,2023-08-23 03:20:08,90346920,120385,Pet Care,2,1195.82,UPI,On Time,2023,August,23
8792586840,2023-06-14 15:09:28,91566278,937542,Grocery & Staples,3,291.12,UPI,On Time,2023,June,14
5375387413,2023-04-04 23:31:41,66768157,378230,Snacks & Munchies,3,499.26,Wallet,On Time,2023,April,4
4252164097,2023-09-28 06:58:17,72366758,952124,Fruits & Vegetables,1,127.08,Card,Slightly Delayed,2023,September,28
8423273411,2023-05-23 23:13:33,5418547,876139,Grocery & Staples,3,1247.25,UPI,On Time,2023,May,23
2551179741,2024-04-10 02:09:31,18791381,707935,Pet Care,3,2462.7,UPI,Slightly Delayed,2024,April,10
227511348,2024-08-01 15:43:56,11775073,513199,Cold Drinks & Juices,1,422.23,Card,On Time,2024,August,1
4434464045,2023-09-22 00:04:24,7591711,153019,Fruits & Vegetables,1,947.95,Card,On Time,2023,September,22
7041011843,2024-02-06 00:46:34,35705377,883013,Dairy & Breakfast,2,1979.76,Card,On Time,2024,February,6
6510283268,2024-06-12 01:40:22,67383024,136533,Dairy & Breakfast,3,2478.63,Wallet,On Time,2024,June,12
6853654698,2023-08-06 11:20:58,85198177,131748,Pet Care,1,81.35,Card,On Time,2023,August,6
9338996795,2024-01-09 18:21:36,2219590,34186,Fruits & Vegetables,2,1851.3,Card,On Time,2024,January,9
7346145952,2024-03-12 19:24:44,96629258,449106,Personal Care,1,48.55,Cash,On Time,2024,March,12
6497069610,2024-04-10 17:18:57,52672659,329351,Dairy & Breakfast,3,932.61,Card,On Time,2024,April,10
1741402363,2024-06-12 11:13:45,87200291,611575,Instant & Frozen Food,1,482.06,UPI,On Time,2024,June,12
4825878367,2024-10-07 14:04:11,46717997,26060,Pharmacy,2,685.88,Card,On Time,2024,October,7
7019011442,2023-06-30 19:38:42,41640262,552496,Household Care,2,1016.0,Cash,On Time,2023,June,30
1674463798,2024-09-21 13:31:34,52085702,67197,Dairy & Breakfast,1,552.2,UPI,Slightly Delayed,2024,September,21
305684588,2024-08-25 19:41:28,46876240,709916,Household Care,3,101.28,UPI,Significantly Delayed,2024,August,25
5967495442,2024-07-18 15:25:29,77086074,516376,Fruits & Vegetables,2,1754.86,Card,Slightly Delayed,2024,July,18
2571047526,2023-06-19 00:18:51,90665975,760828,Pet Care,2,1126.9,UPI,On Time,2023,June,19
7784811086,2024-09-07 06:11:07,53332493,689769,Instant & Frozen Food,2,93.24,UPI,Significantly Delayed,2024,September,7
7942005230,2023-03-25 08:20:32,78614729,714999,Dairy & Breakfast,2,1765.02,Wallet,Slightly Delayed,2023,March,25
6653543195,2023-09-15 14:53:44,95334407,287070,Grocery & Staples,3,1329.51,Wallet,Slightly Delayed,2023,September,15
397928918,2024-09-14 03:54:21,71902700,991434,Snacks & Munchies,2,475.24,Card,Slightly Delayed,2024,September,14
776120140,2023-11-12 03:51:53,25128143,131937,Instant & Frozen Food,2,575.62,Card,Significantly Delayed,2023,November,12
8293188779,2024-10-16 09:48:02,28991365,953175,Baby Care,1,225.21,UPI,On Time,2024,October,16
178737268,2023-06-18 19:52:44,2164524,942001,Pet Care,3,2014.6499999999999,UPI,On Time,2023,June,18
5246598523,2023-11-22 16:46:33,90665975,272170,Instant & Frozen Food,2,281.6,Cash,Significantly Delayed,2023,November,22
1172544737,2023-11-24 07:36:36,30188374,602241,Snacks & Munchies,2,1953.1,Cash,Slightly Delayed,2023,November,24
6419533291,2023-07-28 05:02:16,92404798,124290,Personal Care,1,39.65,Wallet,On Time,2023,July,28
882083749,2023-06-18 12:52:28,51833636,398340,Instant & Frozen Food,1,651.93,Cash,On Time,2023,June,18
3185510401,2024-10-14 00:24:10,43990799,136533,Dairy & Breakfast,1,826.21,UPI,On Time,2024,October,14
7760767006,2023-08-19 12:04:44,93018527,667163,Cold Drinks & Juices,2,882.4,UPI,On Time,2023,August,19
3833878150,2024-06-23 18:54:35,644189,140154,Personal Care,1,171.2,Cash,Significantly Delayed,2024,June,23
369899578,2023-08-19 14:17:49,44198187,525531,Pet Care,1,831.1,Cash,On Time,2023,August,19
1944466212,2024-09-09 14:02:49,70798876,990993,Snacks & Munchies,1,263.7,UPI,On Time,2024,September,9
4064447117,2024-02-25 22:19:59,6061349,284460,Fruits & Vegetables,1,505.95,Cash,Significantly Delayed,2024,February,25
1553685597,2024-10-28 00:27:04,22822088,647462,Personal Care,3,979.26,Card,Significantly Delayed,2024,October,28
3682284811,2024-07-18 20:57:10,96009692,848226,Fruits & Vegetables,1,209.59,UPI,On Time,2024,July,18
291439357,2023-04-11 02:13:39,62679120,615545,Personal Care,2,896.32,UPI,On Time,2023,April,11
8285784194,2024-09-30 15:47:01,17390673,799952,Dairy & Breakfast,1,922.64,UPI,On Time,2024,September,30
5058742647,2024-09-17 23:35:30,29562254,679865,Grocery & Staples,2,695.82,UPI,On Time,2024,September,17
6917020296,2024-07-10 21:48:57,34655710,747801,Household Care,1,277.76,Card,On Time,2024,July,10
6671181961,2023-10-13 05:37:23,50968312,461804,Grocery & Staples,3,932.0699999999999,Wallet,On Time,2023,October,13
5123439997,2024-02-15 18:57:33,89886179,89084,Dairy & Breakfast,2,1197.66,Cash,On Time,2024,February,15
8510183245,2024-10-01 20:56:57,3897936,587420,Snacks & Munchies,3,1072.26,Wallet,On Time,2024,October,1
6081384585,2024-03-04 04:03:00,94529626,942001,Pet Care,1,671.55,Cash,On Time,2024,March,4
4423613746,2023-08-27 18:01:35,98088303,969851,Instant & Frozen Food,3,1021.98,UPI,Slightly Delayed,2023,August,27
1530472691,2024-08-09 14:17:38,82169898,611575,Instant & Frozen Food,1,482.06,UPI,Slightly Delayed,2024,August,9
7009303199,2024-02-25 10:37:03,85519349,600767,Personal Care,3,2167.2599999999998,UPI,Slightly Delayed,2024,February,25
5386652055,2024-04-16 15:24:06,71252391,329351,Dairy & Breakfast,3,932.61,Card,Slightly Delayed,2024,April,16
4413239746,2023-04-10 07:24:44,22915611,131937,Instant & Frozen Food,1,287.81,UPI,Slightly Delayed,2023,April,10
4988875078,2023-07-23 15:48:57,65514005,53833,Grocery & Staples,1,134.69,UPI,Slightly Delayed,2023,July,23
1617565217,2024-06-01 12:51:43,43518622,726958,Pet Care,1,887.48,UPI,On Time,2024,June,1
392038758,2024-07-23 18:36:20,24144240,863930,Personal Care,3,727.71,Card,Slightly Delayed,2024,July,23
1828727552,2024-03-26 14:32:53,12455156,820973,Baby Care,3,343.56,Cash,On Time,2024,March,26
7119397338,2024-10-28 22:53:36,25850478,124290,Personal Care,2,79.3,Cash,On Time,2024,October,28
2611271708,2024-04-26 05:34:58,11446157,798639,Dairy & Breakfast,3,633.75,Card,On Time,2024,April,26
7162509481,2024-10-17 00:59:37,1174162,606256,Instant & Frozen Food,3,1107.84,Wallet,On Time,2024,October,17
131913576,2023-10-17 03:00:39,48228547,871592,Fruits & Vegetables,3,2610.87,Wallet,On Time,2023,October,17
6627201490,2023-12-10 14:55:32,28991365,812607,Fruits & Vegetables,1,416.65,Cash,Slightly Delayed,2023,December,10
4644950813,2023-08-21 09:02:19,81655250,153019,Fruits & Vegetables,3,2843.8500000000004,Card,On Time,2023,August,21
9434934993,2024-08-09 07:08:04,92027021,397973,Fruits & Vegetables,1,728.73,Cash,Slightly Delayed,2024,August,9
2556317798,2023-09-14 03:54:55,29562072,679284,Pharmacy,3,2633.67,Cash,On Time,2023,September,14
2826150539,2023-11-05 10:24:11,24456825,859361,Personal Care,3,1297.17,Card,On Time,2023,November,5
4283803308,2023-12-08 04:15:17,4543215,942001,Pet Care,1,671.55,UPI,On Time,2023,December,8
6873424093,2024-02-10 23:18:46,35705377,34186,Fruits & Vegetables,3,2776.95,UPI,On Time,2024,February,10
4741294126,2024-09-05 08:27:06,66354642,604184,Household Care,3,1192.65,Cash,On Time,2024,September,5
4967241271,2023-05-03 22:35:20,45708879,587645,Pharmacy,2,1603.62,Wallet,On Time,2023,May,3
9554079946,2023-12-23 09:57:12,69516494,561860,Cold Drinks & Juices,1,874.78,Wallet,On Time,2023,December,23
4601205399,2023-07-14 20:15:51,97111069,673058,Pharmacy,2,1531.52,Wallet,On Time,2023,July,14
5633967304,2024-01-30 19:14:01,72605638,704868,Household Care,2,386.92,Cash,Slightly Delayed,2024,January,30
4168163237,2023-07-06 00:28:47,47503133,592784,Snacks & Munchies,1,280.35,Wallet,Slightly Delayed,2023,July,6
5924297360,2024-09-09 21:59:31,59197894,654623,Snacks & Munchies,3,1266.42,Wallet,Slightly Delayed,2024,September,9
2120299901,2024-06-12 09:32:04,28499191,767398,Household Care,2,44.28,Card,On Time,2024,June,12
1070876534,2024-02-21 19:01:21,59329145,712307,Cold Drinks & Juices,2,529.78,Cash,On Time,2024,February,21
7032280048,2023-09-15 22:21:31,18567760,274207,Pharmacy,2,657.02,UPI,On Time,2023,September,15
156346853,2023-03-30 09:00:22,57331847,490602,Grocery & Staples,1,549.47,Card,Slightly Delayed,2023,March,30
6873267326,2024-02-10 07:52:23,45546750,319388,Cold Drinks & Juices,1,657.8,Cash,Slightly Delayed,2024,February,10
1370661468,2023-09-27 02:02:46,64795608,187399,Instant & Frozen Food,3,160.47,Wallet,On Time,2023,September,27
3612128358,2024-04-24 23:13:39,8513589,4452,Baby Care,1,169.88,UPI,On Time,2024,April,24
1736953222,2024-02-18 14:00:30,86704661,146840,Dairy & Breakfast,2,1573.7,Wallet,Slightly Delayed,2024,February,18
9107923488,2023-11-20 04:53:01,85354059,4452,Baby Care,1,169.88,Wallet,On Time,2023,November,20
4378877600,2023-11-27 11:09:25,46989310,952168,Snacks & Munchies,2,473.9,Wallet,Slightly Delayed,2023,November,27
3232762361,2023-07-24 15:36:05,22613559,124290,Personal Care,3,118.94999999999999,Wallet,On Time,2023,July,24
1831641377,2024-03-19 04:14:41,76971644,219598,Personal Care,3,1101.24,Cash,Slightly Delayed,2024,March,19
562428866,2023-04-17 19:29:17,57833505,432617,Baby Care,3,2589.54,Card,Slightly Delayed,2023,April,17
4607715908,2024-08-24 22:51:27,59095971,555121,Fruits & Vegetables,2,709.82,UPI,Slightly Delayed,2024,August,24
4804575203,2023-05-23 21:43:41,53974737,587420,Snacks & Munchies,3,1072.26,Wallet,Significantly Delayed,2023,May,23
8287234948,2024-10-07 07:48:35,47939657,953175,Baby Care,1,225.21,UPI,On Time,2024,October,7
6074452586,2023-09-01 08:30:26,78806824,965755,Fruits & Vegetables,1,532.57,Cash,On Time,2023,September,1
6821790656,2024-08-03 13:10:35,66710182,487931,Grocery & Staples,2,1418.16,Wallet,On Time,2024,August,3
7821942520,2024-02-12 23:57:16,84468124,490939,Personal Care,1,80.25,Wallet,On Time,2024,February,12
3012496270,2023-04-06 03:45:57,27604184,848226,Fruits & Vegetables,2,419.18,UPI,On Time,2023,April,6
8980370750,2023-09-15 14:47:03,76971644,56589,Pharmacy,1,517.77,Card,On Time,2023,September,15
6535672015,2023-05-05 08:41:49,4758426,798639,Dairy & Breakfast,3,633.75,UPI,On Time,2023,May,5
6999060704,2023-04-28 15:55:23,15534747,137909,Pharmacy,2,1728.6,Wallet,Slightly Delayed,2023,April,28
9403732731,2024-05-26 15:50:08,73393269,131748,Pet Care,2,162.7,Cash,On Time,2024,May,26
5649255352,2024-10-30 23:39:54,84119685,449106,Personal Care,3,145.64999999999998,Cash,On Time,2024,October,30
5034409841,2023-08-15 03:17:51,46629917,700048,Household Care,1,141.28,Wallet,Significantly Delayed,2023,August,15
9072111617,2024-09-15 22:20:56,49985597,112390,Personal Care,1,877.98,UPI,On Time,2024,September,15
9556880451,2023-10-08 11:26:54,48778633,621677,Instant & Frozen Food,3,953.4000000000001,Card,On Time,2023,October,8
4602796463,2024-09-12 05:20:17,22047134,859361,Personal Care,3,1297.17,UPI,On Time,2024,September,12
6061353924,2024-03-03 22:15:37,49241309,291238,Snacks & Munchies,1,746.03,Wallet,On Time,2024,March,3
4366519080,2023-05-29 17:54:41,63339001,764014,Grocery & Staples,2,1224.08,Cash,On Time,2023,May,29
1324817141,2023-08-17 22:02:37,71694275,739448,Household Care,1,755.66,Card,On Time,2023,August,17
5419080144,2024-11-01 16:44:12,55404382,89084,Dairy & Breakfast,2,1197.66,Cash,On Time,2024,November,1
8813470284,2024-01-04 05:16:34,57537308,77308,Fruits & Vegetables,1,223.27,Card,On Time,2024,January,4
3182992799,2023-10-18 13:55:00,81906973,449106,Personal Care,2,97.1,Cash,Slightly Delayed,2023,October,18
7792996715,2024-01-03 15:04:47,22081691,961614,Snacks & Munchies,3,681.66,Card,On Time,2024,January,3
6962624734,2023-04-27 08:57:43,88866835,491314,Instant & Frozen Food,3,2920.32,Wallet,On Time,2023,April,27
5948662456,2023-06-29 18:25:14,35988028,848226,Fruits & Vegetables,1,209.59,Card,On Time,2023,June,29
3395675979,2023-06-10 15:59:50,88202341,300159,Cold Drinks & Juices,1,44.35,Cash,On Time,2023,June,10
7550368787,2023-12-30 17:50:47,51592174,237083,Pharmacy,2,1154.26,Cash,Slightly Delayed,2023,December,30
8357671697,2024-04-14 00:42:08,97388817,677169,Pharmacy,3,783.0899999999999,Wallet,On Time,2024,April,14
9600704922,2023-11-13 12:31:56,90372221,833557,Dairy & Breakfast,3,1268.6100000000001,Cash,On Time,2023,November,13
9915229426,2024-02-03 02:47:57,12832151,112390,Personal Care,2,1755.96,Cash,On Time,2024,February,3
9927474026,2023-03-28 04:07:24,94137242,567671,Snacks & Munchies,1,418.48,Cash,Slightly Delayed,2023,March,28
6310535397,2023-05-26 17:46:19,21461764,968887,Household Care,1,40.7,Card,On Time,2023,May,26
8045941430,2023-05-24 15:07:03,67829645,723678,Pet Care,2,1350.92,Wallet,On Time,2023,May,24
4390394582,2024-11-02 11:28:29,49795571,171602,Cold Drinks & Juices,2,1766.88,Cash,On Time,2024,November,2
5062545226,2023-11-28 04:16:44,84275450,673058,Pharmacy,2,1531.52,Wallet,On Time,2023,November,28
2836701831,2024-06-13 14:15:45,62323608,837480,Pharmacy,3,652.2,Card,On Time,2024,June,13
4115492281,2024-01-07 01:31:47,32540616,435929,Household Care,1,856.89,Wallet,On Time,2024,January,7
3554645781,2024-04-25 14:58:42,26227445,53833,Grocery & Staples,3,404.07,Card,Slightly Delayed,2024,April,25
3983605701,2024-01-27 12:28:20,19067680,264803,Pharmacy,3,2987.94,Card,Slightly Delayed,2024,January,27
8581516385,2023-12-14 19:30:41,8241122,500633,Dairy & Breakfast,1,154.5,Card,On Time,2023,December,14
8290229112,2024-03-09 05:06:27,88923048,473647,Personal Care,1,43.05,Wallet,On Time,2024,March,9
1195560119,2023-04-03 17:20:14,83039559,606256,Instant & Frozen Food,1,369.28,Cash,On Time,2023,April,3
5077327994,2023-08-01 20:07:55,243838,700048,Household Care,1,141.28,Card,On Time,2023,August,1
2945185661,2023-07-09 12:02:20,81102955,903336,Grocery & Staples,3,1655.6399999999999,Card,On Time,2023,July,9
3951005873,2024-10-03 15:03:55,52085702,587420,Snacks & Munchies,3,1072.26,Wallet,On Time,2024,October,3
3490816523,2024-01-27 20:17:17,25128143,880510,Dairy & Breakfast,3,2854.29,Card,Slightly Delayed,2024,January,27
6739114301,2023-03-26 18:06:22,51544662,33955,Instant & Frozen Food,1,186.08,UPI,On Time,2023,March,26
5728818155,2023-11-03 00:57:05,31000129,243235,Pet Care,3,327.09000000000003,Cash,Slightly Delayed,2023,November,3
7713651693,2023-08-07 01:57:01,8351747,891833,Dairy & Breakfast,1,493.19,Wallet,On Time,2023,August,7
5452048621,2024-10-22 15:15:22,22483684,706112,Pharmacy,2,957.58,Wallet,Slightly Delayed,2024,October,22
2297027645,2024-04-17 20:56:49,36578947,897083,Household Care,1,972.69,Card,On Time,2024,April,17
2438302298,2023-04-24 00:00:48,77862447,954722,Instant & Frozen Food,2,1232.9,Cash,Slightly Delayed,2023,April,24
578811216,2024-06-18 10:23:42,75739462,563740,Snacks & Munchies,1,96.33,Wallet,Significantly Delayed,2024,June,18
